id,경도,위도
0468,126.8468265,37.30985039
0353,126.8440767,37.30629228
0369,126.8211954,37.3069639
0046,126.8269333,37.30865084
0230,126.8209161,37.30819309
0385,126.8169669,37.30840293
0184,126.8286525,37.30981739
0077,126.8303079,37.31520593
0287,126.82785,37.3194674
0443,126.8406159,37.32061137
0437,126.8243273,37.31381353
0233,126.8348525,37.31770775
0119,126.818954,37.31374144
0004,126.8322028,37.31143346
0436,126.8275532,37.30862542
0069,126.8494183,37.32019046
0322,126.8376388,37.31207197
0219,126.8516609,37.28965313
0205,126.8570485,37.3043565
0315,126.8522631,37.30447934
0302,126.8422858,37.30705234
0402,126.8501887,37.30930881
0174,126.8470891,37.30612653
0382,126.8509136,37.30727571
0282,126.8197191,37.30499996
0014,126.8324627,37.30756565
0032,126.8275023,37.3145472
0094,126.8365305,37.3142683
0087,126.8365792,37.31485706
0414,126.8427268,37.31773118
0386,126.8277414,37.31804096
0435,126.8232905,37.31284802
0420,126.840602,37.31406654
0428,126.8548586,37.31481093
0041,126.8561925,37.28464853
0314,126.8212636,37.29175537
0159,126.8573219,37.2937304
0136,126.855072,37.29398676
0304,126.8630849,37.29673565
0192,126.8667289,37.29789915
0339,126.8471594,37.30153453
0133,126.8357832,37.30356215
0130,126.8592922,37.30433765
0363,126.8584648,37.30549334
0209,126.8489299,37.30684438
0329,126.8602451,37.30805393
0283,126.8506674,37.31093014
0011,126.8638281,37.31020243
0144,126.8461508,37.31161658
0409,126.846264,37.31297503
0190,126.8468015,37.3094671
0397,126.8503637,37.31077531
0372,126.8448767,37.30375942
0008,126.8498139,37.28971107
0466,126.8258522,37.31719581
0206,126.8275948,37.3045614
0246,126.8270467,37.30990228
0070,126.8271845,37.31142473
0253,126.8171151,37.31042843
0450,126.8322515,37.31236339
0411,126.8217142,37.312937
0393,126.8364727,37.31356899
0110,126.8417774,37.31876543
0262,126.8205232,37.31434675
0318,126.8218512,37.31501921
0172,126.8234645,37.31493778
0367,126.8247522,37.31380153
0301,126.8202663,37.31510796
0126,126.8324277,37.3142748
0146,126.8312029,37.31149178
0312,126.8309404,37.30842546
0005,126.8413644,37.31290834
0344,126.8312655,37.28541518
0291,126.8415887,37.31185815
0401,126.8417125,37.31289182
0015,126.8328658,37.31233018
0167,126.8289268,37.3125437
0066,126.8330959,37.31505087
0296,126.825736,37.31550784
0033,126.8557206,37.28801046
0286,126.8209317,37.29759509
0187,126.8450857,37.31618871
0434,126.8493463,37.284895
0063,126.8628351,37.29027496
0038,126.8539372,37.29074084
0337,126.8399248,37.3028595
0086,126.8435427,37.30471856
0457,126.8454657,37.30517209
0051,126.8455416,37.30620961
0025,126.861243,37.30527324
0102,126.849631,37.30571791
0334,126.8534287,37.30812962
0379,126.8463515,37.31394992
0017,126.8481888,37.313325
0098,126.8179307,37.31415926
0280,126.8190147,37.31444732
0095,126.8287781,37.31136678
0309,126.8430317,37.31628403
0003,126.8570334,37.31527103
0252,126.8265934,37.29694071
0267,126.8286833,37.2891914
0223,126.8293831,37.28717212
0117,126.8228799,37.2933694
0416,126.8586424,37.29369134
0427,126.8584568,37.30187065
0354,126.8633625,37.30251962
0150,126.8498433,37.30330584
0128,126.8448863,37.30468438
0199,126.8635236,37.305191
0332,126.8612879,37.3074459
0273,126.8642861,37.31234018
0448,126.8482014,37.31037534
0228,126.8492513,37.31010038
0166,126.8371274,37.30194291
0217,126.8419579,37.31633928
0203,126.8367794,37.31660643
0358,126.8359106,37.30671787
0143,126.8268643,37.30788871
0275,126.8179002,37.3137923
0405,126.8220518,37.31393751
0394,126.840602,37.31379088
0237,126.8371153,37.2999051
0050,126.8345798,37.29888792
0395,126.8328952,37.29815571
0019,126.8379812,37.29849166
0196,126.8385187,37.29767246
0274,126.8303771,37.2969943
0284,126.833795,37.29675587
0456,126.8310342,37.29566171
0389,126.8327705,37.29338005
0162,126.8354869,37.29408666
0362,126.8355246,37.29747912
0158,126.8389034,37.29709181
0114,126.8396787,37.2958224
0131,126.842124,37.29683035
0160,126.8371996,37.29480085
0140,126.8360413,37.2932765
0007,126.8371399,37.29373304
0031,126.8346834,37.295356
0173,126.8363905,37.29606794
0084,126.852476797786,37.3145580506598
0481,126.82981331669393,37.3144375241839
0415,126.83065951712179,37.3143846761097
0002,126.82970487600134,37.3125001460331
0391,126.83051713159925,37.3124832914334
0447,126.83040648964227,37.3115190267687
0182,126.82958347221798,37.3113106066587
0082,126.83030889271164,37.3097708809122
0116,126.82942890267472,37.3098236778773
0271,126.83017642636301,37.3084822119536
0306,126.82934163304431,37.3085080421161
0285,126.83008790842358,37.3077162056742
0171,126.82926994176643,37.3077871112216
0079,126.82908346279756,37.3054531624541
0327,126.82987876373868,37.3054182669537
0452,126.85442791777824,37.3031218332829
0204,126.83896097761007,37.3044713715963
0108,126.832382688852,37.3029575090337
0044,126.82948486484993,37.297529135298
0009,126.81664312427901,37.3003031480878
0177,126.81601633232987,37.2983198972014
0352,126.81827216166946,37.2935929429639
0018,126.82971832038135,37.2840229265091
0163,126.83399293112313,37.2836595728483
0431,126.8358009627925,37.2819140803241
0183,126.83990508116392,37.2821179305288
0216,126.84342330426573,37.2821046156869
0247,126.84727999561402,37.2820015295785
0254,126.85395590330853,37.2818117257068
0020,126.85530918497835,37.2817413044806
0341,126.85977585144194,37.2871258786899
0388,126.86067489595827,37.2888163861914
0106,126.86683651311672,37.3008140258599
0423,126.866874584254,37.3016114854085
0222,126.8516570578954,37.2882265114444
0060,126.84430015996571,37.2902534074337
0012,126.84328298410061,37.2913152889217
0307,126.84205784465043,37.2947376003942
0459,126.844407028924,37.2985971472274
0185,126.85728549910381,37.311507189976
0311,126.86282273510191,37.3123697205583
0244,126.83187861860951,37.2925160396009
0319,126.8281471487867,37.2918619341407
0056,126.82631656908299,37.2983287028967
0193,126.82914876096456,37.3027659199186
0202,126.85889230459998,37.3043301225342
